workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,question_order,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
578,list3,,,,,,0.0-6.0-0.36,neutral,,31,,3331,high,5000,246,audio/246_SN21_high.wav,,455439,,78,audio-slider-response,21,
578,list3,,,,,,0.0-6.0-1.36,,,,,,,,,,,455945,,79,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.37,neutral,,0,,3949,mid,5000,246,audio/246_SN1_mid.wav,,459894,,80,audio-slider-response,1,
578,list3,,,,,,0.0-6.0-1.37,,,,,,,,,,,460408,,81,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.38,neutral,,31,,5509,mid,5000,340,audio/340_SN8_mid.wav,,465916,,82,audio-slider-response,8,
578,list3,,,,,,0.0-6.0-1.38,,,,,,,,,,,466431,,83,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.39,neutral,,0,,3840,high,5000,246,audio/246_SN17_high.wav,,470274,,84,audio-slider-response,17,
578,list3,,,,,,0.0-6.0-1.39,,,,,,,,,,,470775,,85,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.40,neutral,,197,,8480,low,5000,723,audio/723_SN20_low.wav,,479259,,86,audio-slider-response,20,
578,list3,,,,,,0.0-6.0-1.40,,,,,,,,,,,479761,,87,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.41,neutral,,4793,,2989,high,5000,340,audio/340_SN17_high.wav,,482754,,88,audio-slider-response,17,
578,list3,,,,,,0.0-6.0-1.41,,,,,,,,,,,483256,,89,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.42,neutral,,5538,,2360,control,5000,340,audio/340_CN1.wav,,485611,,90,audio-slider-response,1,
578,list3,,,,,,0.0-6.0-1.42,,,,,,,,,,,486114,,91,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.43,neutral,,10,,2451,control,5000,246,audio/246_CN9.wav,,488559,,92,audio-slider-response,9,
578,list3,,,,,,0.0-6.0-1.43,,,,,,,,,,,489068,,93,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.44,neutral,,,,,control,5000,340,audio/340_CN3.wav,,499069,,94,audio-slider-response,3,
578,list3,,,,,,0.0-6.0-1.44,,,,,,,,,,,499574,,95,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.45,neutral,,5911,,3421,control,5000,723,audio/723_CN7.wav,,502996,,96,audio-slider-response,7,
578,list3,,,,,,0.0-6.0-1.45,,,,,,,,,,,503501,,97,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.46,neutral,,3654,,4861,control,5000,340,audio/340_CN13.wav,,508359,,98,audio-slider-response,13,
578,list3,,,,,,0.0-6.0-1.46,,,,,,,,,,,508869,,99,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.47,neutral,,0,,4200,control,5000,723,audio/723_CN21.wav,,513069,,100,audio-slider-response,21,
578,list3,,,,,,0.0-6.0-1.47,,,,,,,,,,,513571,,101,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.48,neutral,,6242,,3000,high,5000,723,audio/723_SN2_high.wav,,516572,,102,audio-slider-response,2,
578,list3,,,,,,0.0-6.0-1.48,,,,,,,,,,,517078,,103,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.49,neutral,,7050,,2899,control,5000,340,audio/340_CN17.wav,,519984,,104,audio-slider-response,17,
578,list3,,,,,,0.0-6.0-1.49,,,,,,,,,,,520486,,105,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.50,neutral,,52,,2789,control,5000,246,audio/246_CN3.wav,,523276,,106,audio-slider-response,3,
578,list3,,,,,,0.0-6.0-1.50,,,,,,,,,,,523779,,107,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.51,neutral,,0,,4069,mid,5000,246,audio/246_SN13_mid.wav,,527852,,108,audio-slider-response,13,
578,list3,,,,,,0.0-6.0-1.51,,,,,,,,,,,528353,,109,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.52,neutral,,3054,,2659,control,5000,723,audio/723_CN2.wav,,531016,,110,audio-slider-response,2,
578,list3,,,,,,0.0-6.0-1.52,,,,,,,,,,,531519,,111,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.53,neutral,,5455,,4259,control,5000,340,audio/340_CN5.wav,,535786,,112,audio-slider-response,5,
578,list3,,,,,,0.0-6.0-1.53,,,,,,,,,,,536296,,113,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.54,neutral,,5559,,2491,mid,5000,340,audio/340_SN1_mid.wav,,538786,,114,audio-slider-response,1,
578,list3,,,,,,0.0-6.0-1.54,,,,,,,,,,,539288,,115,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.55,neutral,,176,,2531,control,5000,246,audio/246_CN4.wav,,541824,,116,audio-slider-response,4,
578,list3,,,,,,0.0-6.0-1.55,,,,,,,,,,,542326,,117,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.56,neutral,,0,,3368,high,5000,246,audio/246_SN16_high.wav,,545694,,118,audio-slider-response,16,
578,list3,,,,,,0.0-6.0-1.56,,,,,,,,,,,546196,,119,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.57,neutral,,2557,,8480,high,5000,723,audio/723_SN17_high.wav,,554672,,120,audio-slider-response,17,
578,list3,,,,,,0.0-6.0-1.57,,,,,,,,,,,555174,,121,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.58,neutral,,,,,control,5000,246,audio/246_CN7.wav,,565186,,122,audio-slider-response,7,
578,list3,,,,,,0.0-6.0-1.58,,,,,,,,,,,565699,,123,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.59,neutral,,0,,3611,low,5000,246,audio/246_SN15_low.wav,,569312,,124,audio-slider-response,15,
578,list3,,,,,,0.0-6.0-1.59,,,,,,,,,,,569815,,125,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.60,neutral,,5497,,2600,control,5000,340,audio/340_CN4.wav,,572410,,126,audio-slider-response,4,
578,list3,,,,,,0.0-6.0-1.60,,,,,,,,,,,572912,,127,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.61,neutral,,7360,,4920,control,5000,340,audio/340_CN21.wav,,577833,,128,audio-slider-response,21,
578,list3,,,,,,0.0-6.0-1.61,,,,,,,,,,,578335,,129,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.62,neutral,,8520,,6651,high,5000,723,audio/723_SN10_high.wav,,584979,,130,audio-slider-response,10,
578,list3,,,,,,0.0-6.0-1.62,,,,,,,,,,,585481,,131,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.63,neutral,,6656,,2600,control,5000,340,audio/340_CN18.wav,,588085,,132,audio-slider-response,18,
578,list3,,,,,,0.0-6.0-1.63,,,,,,,,,,,588588,,133,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.64,neutral,,2267,,3869,control,5000,340,audio/340_CN9.wav,,592450,,134,audio-slider-response,9,
578,list3,,,,,,0.0-6.0-1.64,,,,,,,,,,,592951,,135,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.65,neutral,,7091,,2619,control,5000,723,audio/723_CN19.wav,,595577,,136,audio-slider-response,19,
578,list3,,,,,,0.0-6.0-1.65,,,,,,,,,,,596081,,137,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.66,neutral,,0,,2909,control,5000,246,audio/246_CN18.wav,,598998,,138,audio-slider-response,18,
578,list3,,,,,,0.0-6.0-1.66,,,,,,,,,,,599499,,139,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.67,neutral,,93,,3349,high,5000,246,audio/246_SN2_high.wav,,602853,,140,audio-slider-response,2,
578,list3,,,,,,0.0-6.0-1.67,,,,,,,,,,,603355,,141,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.68,neutral,,2391,,3051,low,5000,340,audio/340_SN9_low.wav,,606400,,142,audio-slider-response,9,
578,list3,,,,,,0.0-6.0-1.68,,,,,,,,,,,606901,,143,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.69,neutral,,1770,,3451,control,5000,246,audio/246_CN16.wav,,610352,,144,audio-slider-response,16,
578,list3,,,,,,0.0-6.0-1.69,,,,,,,,,,,610855,,145,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.70,neutral,,3178,,2272,control,5000,340,audio/340_CN19.wav,,613128,,146,audio-slider-response,19,
578,list3,,,,,,0.0-6.0-1.70,,,,,,,,,,,613629,,147,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.71,neutral,,6159,,2480,mid,5000,340,audio/340_SN13_mid.wav,,616113,,148,audio-slider-response,13,
578,list3,,,,,,0.0-6.0-1.71,,,,,,,,,,,616615,,149,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.72,neutral,,0,,2141,control,5000,246,audio/246_CN19.wav,,618753,,150,audio-slider-response,19,
578,list3,,,,,,0.0-6.0-1.72,,,,,,,,,,,619255,,151,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.73,neutral,,,,,control,5000,246,audio/246_CN20.wav,,629259,,152,audio-slider-response,20,
578,list3,,,,,,0.0-6.0-1.73,,,,,,,,,,,629761,,153,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.74,neutral,,2847,,3120,control,5000,723,audio/723_CN13.wav,,632883,,154,audio-slider-response,13,
578,list3,,,,,,0.0-6.0-1.74,,,,,,,,,,,633385,,155,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.75,neutral,,2598,,3091,control,5000,340,audio/340_CN16.wav,,636476,,156,audio-slider-response,16,
578,list3,,,,,,0.0-6.0-1.75,,,,,,,,,,,636978,,157,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.76,neutral,,2805,,2131,mid,5000,340,audio/340_SN14_mid.wav,,639116,,158,audio-slider-response,14,
578,list3,,,,,,0.0-6.0-1.76,,,,,,,,,,,639616,,159,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.77,neutral,,0,,3091,low,5000,246,audio/246_SN20_low.wav,,642700,,160,audio-slider-response,20,
578,list3,,,,,,0.0-6.0-1.77,,,,,,,,,,,643201,,161,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.78,neutral,,5870,,2600,low,5000,340,audio/340_SN18_low.wav,,645805,,162,audio-slider-response,18,
578,list3,,,,,,0.0-6.0-1.78,,,,,,,,,,,646308,,163,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.79,neutral,,5207,,2429,low,5000,340,audio/340_SN19_low.wav,,648746,,164,audio-slider-response,19,
578,list3,,,,,,0.0-6.0-1.79,,,,,,,,,,,649250,,165,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.80,neutral,,5787,,2821,control,5000,340,audio/340_CN7.wav,,652068,,166,audio-slider-response,7,
578,list3,,,,,,0.0-6.0-1.80,,,,,,,,,,,652570,,167,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.81,neutral,,8043,,3261,control,5000,723,audio/723_CN5.wav,,655833,,168,audio-slider-response,5,
578,list3,,,,,,0.0-6.0-1.81,,,,,,,,,,,656335,,169,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.82,neutral,,114,,2531,low,5000,246,audio/246_SN18_low.wav,,658862,,170,audio-slider-response,18,
578,list3,,,,,,0.0-6.0-1.82,,,,,,,,,,,659363,,171,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.83,neutral,,6429,,2040,control,5000,723,audio/723_CN1.wav,,661405,,172,audio-slider-response,1,
578,list3,,,,,,0.0-6.0-1.83,,,,,,,,,,,661910,,173,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.84,neutral,,3489,,2549,mid,5000,340,audio/340_SN7_mid.wav,,664464,,174,audio-slider-response,7,
578,list3,,,,,,0.0-6.0-1.84,,,,,,,,,,,664966,,175,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.85,neutral,,6366,,1768,high,5000,340,audio/340_SN21_high.wav,,666730,,176,audio-slider-response,21,
578,list3,,,,,,0.0-6.0-1.85,,,,,,,,,,,667230,,177,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.86,neutral,,6491,,2931,low,5000,723,audio/723_SN9_low.wav,,670165,,178,audio-slider-response,9,
578,list3,,,,,,0.0-6.0-1.86,,,,,,,,,,,670667,,179,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.87,neutral,,217,,2309,control,5000,246,audio/246_CN15.wav,,672985,,180,audio-slider-response,15,
578,list3,,,,,,0.0-6.0-1.87,,,,,,,,,,,673486,,181,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.88,neutral,,6718,,3552,control,5000,340,audio/340_CN20.wav,,677042,,182,audio-slider-response,20,
578,list3,,,,,,0.0-6.0-1.88,,,,,,,,,,,677544,,183,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.89,neutral,,7402,,3320,mid,5000,723,audio/723_SN13_mid.wav,,680860,,184,audio-slider-response,13,
578,list3,,,,,,0.0-6.0-1.89,,,,,,,,,,,681363,,185,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.90,neutral,,0,,4789,low,5000,246,audio/246_SN9_low.wav,,686148,,186,audio-slider-response,9,
578,list3,,,,,,0.0-6.0-1.90,,,,,,,,,,,686649,,187,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.91,neutral,,0,,4781,high,5000,246,audio/246_SN10_high.wav,,691427,,188,audio-slider-response,10,
578,list3,,,,,,0.0-6.0-1.91,,,,,,,,,,,691930,,189,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.92,neutral,,8520,,2741,control,5000,723,audio/723_CN14.wav,,694668,,190,audio-slider-response,14,
578,list3,,,,,,0.0-6.0-1.92,,,,,,,,,,,695171,,191,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.93,neutral,,6946,,3672,mid,5000,723,audio/723_SN7_mid.wav,,698838,,192,audio-slider-response,7,
578,list3,,,,,,0.0-6.0-1.93,,,,,,,,,,,699341,,193,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.94,neutral,,,,,control,5000,723,audio/723_CN8.wav,,709343,,194,audio-slider-response,8,
578,list3,,,,,,0.0-6.0-1.94,,,,,,,,,,,709848,,195,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.95,neutral,,1584,,5251,mid,5000,340,audio/340_SN3_mid.wav,,715105,,196,audio-slider-response,3,
578,list3,,,,,,0.0-6.0-1.95,,,,,,,,,,,715607,,197,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.96,neutral,,2101,,7760,control,5000,723,audio/723_CN10.wav,,723371,,198,audio-slider-response,10,
578,list3,,,,,,0.0-6.0-1.96,,,,,,,,,,,723881,,199,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.97,neutral,,197,,2299,control,5000,723,audio/723_CN16.wav,,726183,,200,audio-slider-response,16,
578,list3,,,,,,0.0-6.0-1.97,,,,,,,,,,,726686,,201,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.98,neutral,,5870,,3128,control,5000,723,audio/723_CN18.wav,,729813,,202,audio-slider-response,18,
578,list3,,,,,,0.0-6.0-1.98,,,,,,,,,,,730316,,203,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.99,neutral,,5269,,2459,high,5000,723,audio/723_SN4_high.wav,,732768,,204,audio-slider-response,4,
578,list3,,,,,,0.0-6.0-1.99,,,,,,,,,,,733271,,205,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.100,neutral,,0,,3131,control,5000,246,audio/246_CN5.wav,,736406,,206,audio-slider-response,5,
578,list3,,,,,,0.0-6.0-1.100,,,,,,,,,,,736906,,207,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.101,neutral,,0,,2581,mid,5000,246,audio/246_SN8_mid.wav,,739481,,208,audio-slider-response,8,
578,list3,,,,,,0.0-6.0-1.101,,,,,,,,,,,739983,,209,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.102,neutral,,5600,,3840,high,5000,340,audio/340_SN16_high.wav,,743823,,210,audio-slider-response,16,
578,list3,,,,,,0.0-6.0-1.102,,,,,,,,,,,744326,,211,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.103,neutral,,6242,,3368,low,5000,723,audio/723_SN18_low.wav,,747694,,212,audio-slider-response,18,
578,list3,,,,,,0.0-6.0-1.103,,,,,,,,,,,748195,,213,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.104,neutral,,6097,,2349,mid,5000,723,audio/723_SN14_mid.wav,,750544,,214,audio-slider-response,14,
578,list3,,,,,,0.0-6.0-1.104,,,,,,,,,,,751046,,215,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.105,neutral,,2474,,3720,mid,5000,723,audio/723_SN1_mid.wav,,754766,,216,audio-slider-response,1,
578,list3,,,,,,0.0-6.0-1.105,,,,,,,,,,,755276,,217,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.106,neutral,,0,,4240,mid,5000,723,audio/723_SN8_mid.wav,,759513,,218,audio-slider-response,8,
578,list3,,,,,,0.0-6.0-1.106,,,,,,,,,,,760027,,219,html-keyboard-response,,
578,list3,,,,,,0.0-6.0-0.107,neutral,,,,,control,5000,723,audio/723_CN20.wav,,770028,,220,audio-slider-response,20,
578,list3,,,,,,0.0-6.0-1.107,,,,,,,,,,,770530,,221,html-keyboard-response,,
578,list3,,,,,,0.0-7.0,,,0,,6562,,,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,777093,,222,html-button-response,,
578,list3,,NEGATIVE,,,,0.0-8.0-0.0,,,10000,,4117,,5000,,Tasks around the house should not be assigned by sex.<br><br>,,781211,,223,html-slider-response,,
578,list3,,POSITIVE,,,,0.0-8.0-0.1,,,0,,2458,,5000,,"For many important jobs, it is better to choose men instead of women.<br><br>",,783670,,224,html-slider-response,,
578,list3,,NEGATIVE,,,,0.0-8.0-0.2,,,10000,,2273,,5000,,People can be both aggressive and nurturing regardless of sex.<br><br>,,785943,,225,html-slider-response,,
578,list3,,POSITIVE,,,,0.0-8.0-0.3,,,0,,2452,,5000,,Mothers should make most decisions about how children are brought up.<br><br>,,788396,,226,html-slider-response,,
578,list3,,POSITIVE,,,,0.0-8.0-0.4,,,0,,1949,,5000,,Mothers should work only if necessary.<br><br>,,790346,,227,html-slider-response,,
578,list3,,POSITIVE,,,,0.0-8.0-0.5,,,217,,2647,,5000,,Men are more sexual than women.<br><br>,,792993,,228,html-slider-response,,
578,list3,,POSITIVE,,,,0.0-8.0-0.6,,,0,,2902,,5000,,Only some types of work are appropriate for both men and women.<br><br>,,795896,,229,html-slider-response,,
578,list3,,POSITIVE,,,,0.0-8.0-0.7,,,0,,2182,,5000,,Some types of work are just not appropriate for women.<br><br>,,798078,,230,html-slider-response,,
578,list3,,NEGATIVE,,,,0.0-8.0-0.8,,,10000,,3179,,5000,,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,801258,,231,html-slider-response,,
578,list3,,POSITIVE,,,,0.0-8.0-0.9,,,0,,2078,,5000,,Girls should be protected and watched over more than boys.<br><br>,,803336,,232,html-slider-response,,
578,list3,,NEGATIVE,,,,0.0-8.0-0.10,,,10000,,3224,,5000,,People should be treated the same regardless of their sex.<br><br>,,806560,,233,html-slider-response,,
578,list3,,POSITIVE,,,,0.0-8.0-0.11,,,0,,2047,,5000,,A father’s major responsibility is to provide financially for his children.<br><br>,,808608,,234,html-slider-response,,
578,list3,,NEGATIVE,,,,0.0-8.0-0.12,,,10000,,1934,,5000,,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,810542,,235,html-slider-response,,
578,list3,,,,,,0.0-9.0,,,0,,5010,,,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,815553,,236,html-button-response,,
578,list3,,,,,,0.0-10.0,,[0],{'Q0': 0},,2722,,,,,,818276,,237,survey-likert,,
578,list3,[],,,,,0.0-11.0,,,"{'age': '28', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was too low', 'comments': '', 'language': 'English', 'education': 'Graduated college'}",,38147,,,,,,856463,,238,survey,,
578,list3,,,,,,0.0-12.0,,,0,,1466,,,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,857929,,239,html-button-response,,
575,list3,,,[],[],[],0.0-0.0,,,,,,,,,,True,5146,False,0,preload,,
575,list3,,,,,,0.0-1.0,,,0,,10938,,,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 10 to 20 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,16086,,1,html-button-response,,
575,list3,,,,,,0.0-2.0,,,0,,6212,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,22299,,2,html-button-response,,
575,list3,,,,,,0.0-3.0,,,2,correct,4861,,,,audio/gift.wav,,27272,,3,audio-button-response,,
575,list3,,,,,,0.0-4.0,,,0,,2065,,,,<p>Correct! You are ready to begin the study.</p>,,29339,,4,html-button-response,,
575,list3,,,,,,0.0-5.0,,,0,,10981,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,40322,,5,html-button-response,,
575,list3,,,,,,0.0-6.0-0.0,neutral,,,,,control,5000,723,audio/723_CN19.wav,,50334,,6,audio-slider-response,19,
575,list3,,,,,,0.0-6.0-1.0,,,,,,,,,,,50851,,7,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.1,neutral,,4793,,8741,mid,5000,340,audio/340_SN1_mid.wav,,59590,,8,audio-slider-response,1,
575,list3,,,,,,0.0-6.0-1.1,,,,,,,,,,,60091,,9,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.2,neutral,,549,,7501,control,5000,246,audio/246_CN4.wav,,67591,,10,audio-slider-response,4,
575,list3,,,,,,0.0-6.0-1.2,,,,,,,,,,,68092,,11,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.3,neutral,,404,,4800,control,5000,246,audio/246_CN21.wav,,72893,,12,audio-slider-response,21,
575,list3,,,,,,0.0-6.0-1.3,,,,,,,,,,,73406,,13,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.4,neutral,,5311,,6392,control,5000,340,audio/340_CN13.wav,,79799,,14,audio-slider-response,13,
575,list3,,,,,,0.0-6.0-1.4,,,,,,,,,,,80301,,15,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.5,neutral,,4255,,8259,high,5000,340,audio/340_SN4_high.wav,,88562,,16,audio-slider-response,4,
575,list3,,,,,,0.0-6.0-1.5,,,,,,,,,,,89074,,17,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.6,neutral,,6739,,7019,control,5000,723,audio/723_CN18.wav,,96090,,18,audio-slider-response,18,
575,list3,,,,,,0.0-6.0-1.6,,,,,,,,,,,96607,,19,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.7,neutral,,6781,,3981,low,5000,723,audio/723_SN19_low.wav,,100583,,20,audio-slider-response,19,
575,list3,,,,,,0.0-6.0-1.7,,,,,,,,,,,101095,,21,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.8,neutral,,1335,,5800,control,5000,246,audio/246_CN2.wav,,106895,,22,audio-slider-response,2,
575,list3,,,,,,0.0-6.0-1.8,,,,,,,,,,,107406,,23,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.9,neutral,,197,,4472,control,5000,246,audio/246_CN7.wav,,111873,,24,audio-slider-response,7,
575,list3,,,,,,0.0-6.0-1.9,,,,,,,,,,,112382,,25,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.10,neutral,,,,,low,5000,723,audio/723_SN9_low.wav,,122390,,26,audio-slider-response,9,
575,list3,,,,,,0.0-6.0-1.10,,,,,,,,,,,122898,,27,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.11,neutral,,4130,,5509,control,5000,340,audio/340_CN3.wav,,128400,,28,audio-slider-response,3,
575,list3,,,,,,0.0-6.0-1.11,,,,,,,,,,,128906,,29,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.12,neutral,,8126,,6211,mid,5000,340,audio/340_SN13_mid.wav,,135111,,30,audio-slider-response,13,
575,list3,,,,,,0.0-6.0-1.12,,,,,,,,,,,135629,,31,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.13,neutral,,4524,,4808,mid,5000,723,audio/723_SN7_mid.wav,,140441,,32,audio-slider-response,7,
575,list3,,,,,,0.0-6.0-1.13,,,,,,,,,,,140955,,33,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.14,neutral,,5807,,4269,control,5000,340,audio/340_CN9.wav,,145227,,34,audio-slider-response,9,
575,list3,,,,,,0.0-6.0-1.14,,,,,,,,,,,145729,,35,html-keyboard-response,,
575,list3,,,,,,0.0-6.0-0.15,neutral,,8064,,3749,mid,5000,723,audio/723_SN8_mid.wav,,149481,,36,audio-slider-response,8,
575,list3,,,,,,0.0-6.0-1.15,,,,,,,,,,,149989,,37,html-keyboard-response,,
